"site_ID","Camera","Taxon","Size_class","spsize","MaxN","uniqueCam"
"hale_kaku","shallow2","Thalassoma purpureum","20_29","Thalassoma purpureum_20_29",1,"hale_kaku_shallow2"
"hale_kaku","shallow2","Zanclus cornutus","10_19","Zanclus cornutus_10_19",3,"hale_kaku_shallow2"
"hale_kaku","shallow2","Zebrasoma flavescens","10_19","Zebrasoma flavescens_10_19",4,"hale_kaku_shallow2"
"hale_kaku","shallow2","Zebrasoma flavescens","5_9","Zebrasoma flavescens_5_9",3,"hale_kaku_shallow2"
"hale_kaku","shallow2","Zebrasoma velifer","10_19","Zebrasoma velifer_10_19",1,"hale_kaku_shallow2"
"hale_kaku","shallow2","Zebrasoma velifer","5_9","Zebrasoma velifer_5_9",1,"hale_kaku_shallow2"
"sunset_point","deep1","Abudefduf abdominalis","10_19","Abudefduf abdominalis_10_19",4,"sunset_point_deep1"
"sunset_point","deep1","Abudefduf abdominalis","5_9","Abudefduf abdominalis_5_9",11,"sunset_point_deep1"
"sunset_point","deep1","Abudefduf sordidus","10_19","Abudefduf sordidus_10_19",2,"sunset_point_deep1"
"sunset_point","deep1","Abudefduf sordidus","20_29","Abudefduf sordidus_20_29",1,"sunset_point_deep1"
"sunset_point","deep1","Acanthurus nigroris","10_19","Acanthurus nigroris_10_19",3,"sunset_point_deep1"
"sunset_point","deep1","Acanthurus triostegus","10_19","Acanthurus triostegus_10_19",1,"sunset_point_deep1"
"sunset_point","deep1","Acanthurus xanthopterus","10_19","Acanthurus xanthopterus_10_19",2,"sunset_point_deep1"
"sunset_point","deep1","Caranx melampygus","30_39","Caranx melampygus_30_39",1,"sunset_point_deep1"
"sunset_point","deep1","Chaetodon auriga","10_19","Chaetodon auriga_10_19",3,"sunset_point_deep1"
"sunset_point","deep1","Chaetodon ephippium","10_19","Chaetodon ephippium_10_19",4,"sunset_point_deep1"
"sunset_point","deep1","Chaetodon lunulatus","10_19","Chaetodon lunulatus_10_19",1,"sunset_point_deep1"
"sunset_point","deep1","Chlorurus spilurus","10_19","Chlorurus spilurus_10_19",11,"sunset_point_deep1"
"sunset_point","deep1","Ctenochaetus strigosus","10_19","Ctenochaetus strigosus_10_19",2,"sunset_point_deep1"
"sunset_point","deep1","Dascyllus albisella","5_9","Dascyllus albisella_5_9",8,"sunset_point_deep1"
"sunset_point","deep1","Diodon hystrix","30_39","Diodon hystrix_30_39",1,"sunset_point_deep1"
"sunset_point","deep1","Gomphosus varius","10_19","Gomphosus varius_10_19",1,"sunset_point_deep1"
"sunset_point","deep1","Lutjanus fulvus","20_29","Lutjanus fulvus_20_29",1,"sunset_point_deep1"
"sunset_point","deep1","Mulloidichthys flavolineatus","20_29","Mulloidichthys flavolineatus_20_29",1,"sunset_point_deep1"
"sunset_point","deep1","Naso brevirostris","10_19","Naso brevirostris_10_19",2,"sunset_point_deep1"
"sunset_point","deep1","Oxycheilinus unifasciatus","20_29","Oxycheilinus unifasciatus_20_29",1,"sunset_point_deep1"
"sunset_point","deep1","Scarid sp1","20_29","Scarid sp1_20_29",1,"sunset_point_deep1"
"sunset_point","deep1","Scarid sp1","30_39","Scarid sp1_30_39",1,"sunset_point_deep1"
"sunset_point","deep1","Scarus psittacus","10_19","Scarus psittacus_10_19",1,"sunset_point_deep1"
"sunset_point","deep1","Stethojulis balteata","10_19","Stethojulis balteata_10_19",2,"sunset_point_deep1"
"sunset_point","deep1","Thalassoma duperrey","10_19","Thalassoma duperrey_10_19",2,"sunset_point_deep1"
"sunset_point","deep1","Thalassoma duperrey","20_29","Thalassoma duperrey_20_29",1,"sunset_point_deep1"
"sunset_point","deep1","Thalassoma sp","10_19","Thalassoma sp_10_19",1,"sunset_point_deep1"
"sunset_point","deep1","Zanclus cornutus","10_19","Zanclus cornutus_10_19",3,"sunset_point_deep1"
"sunset_point","deep1","Zebrasoma flavescens","10_19","Zebrasoma flavescens_10_19",1,"sunset_point_deep1"
"sunset_point","deep1","Zebrasoma velifer","10_19","Zebrasoma velifer_10_19",1,"sunset_point_deep1"
"sunset_point","deep1","Zebrasoma velifer","5_9","Zebrasoma velifer_5_9",2,"sunset_point_deep1"
"sunset_point","deep2","Abudefduf abdominalis","10_19","Abudefduf abdominalis_10_19",12,"sunset_point_deep2"
"sunset_point","deep2","Abudefduf abdominalis","5_9","Abudefduf abdominalis_5_9",9,"sunset_point_deep2"
"sunset_point","deep2","Abudefduf sordidus","10_19","Abudefduf sordidus_10_19",1,"sunset_point_deep2"
"sunset_point","deep2","Abudefduf vaigiensis","5_9","Abudefduf vaigiensis_5_9",1,"sunset_point_deep2"
"sunset_point","deep2","Acanthurus blochii","10_19","Acanthurus blochii_10_19",1,"sunset_point_deep2"
"sunset_point","deep2","Acanthurus blochii","20_29","Acanthurus blochii_20_29",1,"sunset_point_deep2"
"sunset_point","deep2","Acanthurus nigroris","10_19","Acanthurus nigroris_10_19",7,"sunset_point_deep2"
"sunset_point","deep2","Acanthurus nigroris","5_9","Acanthurus nigroris_5_9",2,"sunset_point_deep2"
"sunset_point","deep2","Acanthurus triostegus","10_19","Acanthurus triostegus_10_19",1,"sunset_point_deep2"
"sunset_point","deep2","Acanthurus triostegus","5_9","Acanthurus triostegus_5_9",5,"sunset_point_deep2"
"sunset_point","deep2","Acanthurus xanthopterus","10_19","Acanthurus xanthopterus_10_19",7,"sunset_point_deep2"
"sunset_point","deep2","Caranx melampygus","20_29","Caranx melampygus_20_29",1,"sunset_point_deep2"
"sunset_point","deep2","Chaetodon auriga","10_19","Chaetodon auriga_10_19",3,"sunset_point_deep2"
"sunset_point","deep2","Chaetodon ephippium","10_19","Chaetodon ephippium_10_19",2,"sunset_point_deep2"
"sunset_point","deep2","Chaetodon lunulatus","10_19","Chaetodon lunulatus_10_19",4,"sunset_point_deep2"
"sunset_point","deep2","Chaetodon unimaculatus","10_19","Chaetodon unimaculatus_10_19",2,"sunset_point_deep2"
"sunset_point","deep2","Chlorurus spilurus","10_19","Chlorurus spilurus_10_19",1,"sunset_point_deep2"
"sunset_point","deep2","Chlorurus spilurus","5_9","Chlorurus spilurus_5_9",15,"sunset_point_deep2"
"sunset_point","deep2","Chlorurus spilurus","_5","Chlorurus spilurus__5",5,"sunset_point_deep2"
"sunset_point","deep2","Ctenochaetus strigosus","10_19","Ctenochaetus strigosus_10_19",1,"sunset_point_deep2"
"sunset_point","deep2","Dascyllus albisella","5_9","Dascyllus albisella_5_9",21,"sunset_point_deep2"
"sunset_point","deep2","Gomphosus varius","10_19","Gomphosus varius_10_19",2,"sunset_point_deep2"
"sunset_point","deep2","Mulloidichthys flavolineatus","20_29","Mulloidichthys flavolineatus_20_29",1,"sunset_point_deep2"
"sunset_point","deep2","Scarid sp1","30_39","Scarid sp1_30_39",1,"sunset_point_deep2"
"sunset_point","deep2","Scarus psittacus","10_19","Scarus psittacus_10_19",1,"sunset_point_deep2"
"sunset_point","deep2","Scomberoides lysan","40_49","Scomberoides lysan_40_49",1,"sunset_point_deep2"
"sunset_point","deep2","Thalassoma duperrey","10_19","Thalassoma duperrey_10_19",4,"sunset_point_deep2"
"sunset_point","deep2","Zanclus cornutus","10_19","Zanclus cornutus_10_19",2,"sunset_point_deep2"
"sunset_point","deep2","Zebrasoma flavescens","10_19","Zebrasoma flavescens_10_19",3,"sunset_point_deep2"
"sunset_point","deep2","Zebrasoma flavescens","5_9","Zebrasoma flavescens_5_9",1,"sunset_point_deep2"
"sunset_point","deep2","Zebrasoma velifer","10_19","Zebrasoma velifer_10_19",2,"sunset_point_deep2"
"sunset_point","deep2","Zebrasoma velifer","5_9","Zebrasoma velifer_5_9",4,"sunset_point_deep2"
"sunset_point","deep2","Zebrasoma velifer","_5","Zebrasoma velifer__5",1,"sunset_point_deep2"
"sunset_point","shallow1","Abudefduf abdominalis","10_19","Abudefduf abdominalis_10_19",17,"sunset_point_shallow1"
"sunset_point","shallow1","Abudefduf abdominalis","5_9","Abudefduf abdominalis_5_9",10,"sunset_point_shallow1"
"sunset_point","shallow1","Abudefduf sordidus","10_19","Abudefduf sordidus_10_19",1,"sunset_point_shallow1"
"sunset_point","shallow1","Abudefduf sordidus","20_29","Abudefduf sordidus_20_29",1,"sunset_point_shallow1"
"sunset_point","shallow1","Abudefduf vaigiensis","10_19","Abudefduf vaigiensis_10_19",3,"sunset_point_shallow1"
"sunset_point","shallow1","Abudefduf vaigiensis","5_9","Abudefduf vaigiensis_5_9",4,"sunset_point_shallow1"
"sunset_point","shallow1","Acanthurus blochii","10_19","Acanthurus blochii_10_19",1,"sunset_point_shallow1"
"sunset_point","shallow1","Acanthurus nigroris","10_19","Acanthurus nigroris_10_19",2,"sunset_point_shallow1"
"sunset_point","shallow1","Acanthurus triostegus","10_19","Acanthurus triostegus_10_19",2,"sunset_point_shallow1"
"sunset_point","shallow1","Acanthurus triostegus","5_9","Acanthurus triostegus_5_9",1,"sunset_point_shallow1"
"sunset_point","shallow1","Acanthurus xanthopterus","10_19","Acanthurus xanthopterus_10_19",1,"sunset_point_shallow1"
"sunset_point","shallow1","Acanthurus xanthopterus","20_29","Acanthurus xanthopterus_20_29",1,"sunset_point_shallow1"
"sunset_point","shallow1","Chaetodon auriga","10_19","Chaetodon auriga_10_19",1,"sunset_point_shallow1"
"sunset_point","shallow1","Chlorurus spilurus","10_19","Chlorurus spilurus_10_19",3,"sunset_point_shallow1"
"sunset_point","shallow1","Chlorurus spilurus","5_9","Chlorurus spilurus_5_9",5,"sunset_point_shallow1"
"sunset_point","shallow1","Ctenochaetus strigosus","10_19","Ctenochaetus strigosus_10_19",1,"sunset_point_shallow1"
"sunset_point","shallow1","Diodon hystrix","30_39","Diodon hystrix_30_39",1,"sunset_point_shallow1"
"sunset_point","shallow1","Gomphosus varius","10_19","Gomphosus varius_10_19",3,"sunset_point_shallow1"
"sunset_point","shallow1","Lutjanus fulvus","20_29","Lutjanus fulvus_20_29",1,"sunset_point_shallow1"
"sunset_point","shallow1","Plectroglyphidodon marginatus","10_19","Plectroglyphidodon marginatus_10_19",1,"sunset_point_shallow1"
"sunset_point","shallow1","Plectroglyphidodon marginatus","5_9","Plectroglyphidodon marginatus_5_9",1,"sunset_point_shallow1"
"sunset_point","shallow1","Scarus psittacus","10_19","Scarus psittacus_10_19",3,"sunset_point_shallow1"
"sunset_point","shallow1","Scarus psittacus","5_9","Scarus psittacus_5_9",2,"sunset_point_shallow1"
"sunset_point","shallow1","Stethojulis balteata","10_19","Stethojulis balteata_10_19",2,"sunset_point_shallow1"
"sunset_point","shallow1","Thalassoma duperrey","10_19","Thalassoma duperrey_10_19",5,"sunset_point_shallow1"
"sunset_point","shallow1","Thalassoma purpureum","10_19","Thalassoma purpureum_10_19",1,"sunset_point_shallow1"
"sunset_point","shallow1","Tylosurus crocodilus","20_29","Tylosurus crocodilus_20_29",1,"sunset_point_shallow1"
"sunset_point","shallow1","Zanclus cornutus","10_19","Zanclus cornutus_10_19",7,"sunset_point_shallow1"
"sunset_point","shallow1","Zanclus cornutus","5_9","Zanclus cornutus_5_9",1,"sunset_point_shallow1"
"sunset_point","shallow1","Zebrasoma flavescens","10_19","Zebrasoma flavescens_10_19",1,"sunset_point_shallow1"
"sunset_point","shallow1","Zebrasoma flavescens","5_9","Zebrasoma flavescens_5_9",1,"sunset_point_shallow1"
"sunset_point","shallow1","Zebrasoma velifer","10_19","Zebrasoma velifer_10_19",1,"sunset_point_shallow1"
"sunset_point","shallow2","Abudefduf abdominalis","10_19","Abudefduf abdominalis_10_19",5,"sunset_point_shallow2"
"sunset_point","shallow2","Abudefduf abdominalis","5_9","Abudefduf abdominalis_5_9",7,"sunset_point_shallow2"
"sunset_point","shallow2","Abudefduf vaigiensis","5_9","Abudefduf vaigiensis_5_9",1,"sunset_point_shallow2"
"sunset_point","shallow2","Acanthurus blochii","10_19","Acanthurus blochii_10_19",5,"sunset_point_shallow2"
"sunset_point","shallow2","Acanthurus blochii","20_29","Acanthurus blochii_20_29",2,"sunset_point_shallow2"
"sunset_point","shallow2","Acanthurus blochii","5_9","Acanthurus blochii_5_9",1,"sunset_point_shallow2"
"sunset_point","shallow2","Acanthurus nigroris","10_19","Acanthurus nigroris_10_19",5,"sunset_point_shallow2"
"sunset_point","shallow2","Acanthurus nigroris","20_29","Acanthurus nigroris_20_29",2,"sunset_point_shallow2"
"sunset_point","shallow2","Acanthurus nigroris","5_9","Acanthurus nigroris_5_9",2,"sunset_point_shallow2"
"sunset_point","shallow2","Acanthurus triostegus","10_19","Acanthurus triostegus_10_19",5,"sunset_point_shallow2"
"sunset_point","shallow2","Acanthurus xanthopterus","10_19","Acanthurus xanthopterus_10_19",3,"sunset_point_shallow2"
"sunset_point","shallow2","Acanthurus xanthopterus","20_29","Acanthurus xanthopterus_20_29",1,"sunset_point_shallow2"
"sunset_point","shallow2","Acanthurus xanthopterus","5_9","Acanthurus xanthopterus_5_9",1,"sunset_point_shallow2"
"sunset_point","shallow2","Caranx melampygus","30_39","Caranx melampygus_30_39",1,"sunset_point_shallow2"
"sunset_point","shallow2","Chaetodon auriga","10_19","Chaetodon auriga_10_19",3,"sunset_point_shallow2"
"sunset_point","shallow2","Chaetodon auriga","5_9","Chaetodon auriga_5_9",1,"sunset_point_shallow2"
"sunset_point","shallow2","Chaetodon lunulatus","10_19","Chaetodon lunulatus_10_19",5,"sunset_point_shallow2"
"sunset_point","shallow2","Chaetodon lunulatus","5_9","Chaetodon lunulatus_5_9",4,"sunset_point_shallow2"
"sunset_point","shallow2","Chaetodon unimaculatus","10_19","Chaetodon unimaculatus_10_19",1,"sunset_point_shallow2"
"sunset_point","shallow2","Chlorurus spilurus","10_19","Chlorurus spilurus_10_19",10,"sunset_point_shallow2"
"sunset_point","shallow2","Ctenochaetus strigosus","10_19","Ctenochaetus strigosus_10_19",1,"sunset_point_shallow2"
"sunset_point","shallow2","Diodon hystrix","30_39","Diodon hystrix_30_39",1,"sunset_point_shallow2"
"sunset_point","shallow2","Gomphosus varius","10_19","Gomphosus varius_10_19",1,"sunset_point_shallow2"
"sunset_point","shallow2","Gomphosus varius","20_29","Gomphosus varius_20_29",1,"sunset_point_shallow2"
"sunset_point","shallow2","Lutjanus fulvus","20_29","Lutjanus fulvus_20_29",1,"sunset_point_shallow2"
"sunset_point","shallow2","Monacanthidae sp1","10_19","Monacanthidae sp1_10_19",1,"sunset_point_shallow2"
"sunset_point","shallow2","Mulloidichthys flavolineatus","20_29","Mulloidichthys flavolineatus_20_29",1,"sunset_point_shallow2"
"sunset_point","shallow2","Naso brevirostris","10_19","Naso brevirostris_10_19",3,"sunset_point_shallow2"
"sunset_point","shallow2","Naso brevirostris","20_29","Naso brevirostris_20_29",1,"sunset_point_shallow2"
"sunset_point","shallow2","Oxycheilinus unifasciatus","10_19","Oxycheilinus unifasciatus_10_19",1,"sunset_point_shallow2"
"sunset_point","shallow2","Oxycheilinus unifasciatus","20_29","Oxycheilinus unifasciatus_20_29",1,"sunset_point_shallow2"
"sunset_point","shallow2","Parupeneus multifasciatus","10_19","Parupeneus multifasciatus_10_19",1,"sunset_point_shallow2"
"sunset_point","shallow2","Scarid sp1","30_39","Scarid sp1_30_39",1,"sunset_point_shallow2"
"sunset_point","shallow2","Scarus psittacus","10_19","Scarus psittacus_10_19",5,"sunset_point_shallow2"
"sunset_point","shallow2","Stethojulis balteata","10_19","Stethojulis balteata_10_19",1,"sunset_point_shallow2"
"sunset_point","shallow2","Stethojulis balteata","20_29","Stethojulis balteata_20_29",1,"sunset_point_shallow2"
"sunset_point","shallow2","Thalassoma duperrey","10_19","Thalassoma duperrey_10_19",4,"sunset_point_shallow2"
"sunset_point","shallow2","Thalassoma duperrey","20_29","Thalassoma duperrey_20_29",2,"sunset_point_shallow2"
"sunset_point","shallow2","Zanclus cornutus","10_19","Zanclus cornutus_10_19",8,"sunset_point_shallow2"
"sunset_point","shallow2","Zebrasoma flavescens","10_19","Zebrasoma flavescens_10_19",3,"sunset_point_shallow2"
"sunset_point","shallow2","Zebrasoma flavescens","5_9","Zebrasoma flavescens_5_9",1,"sunset_point_shallow2"
"sunset_point","shallow2","Zebrasoma velifer","10_19","Zebrasoma velifer_10_19",1,"sunset_point_shallow2"
"sunset_point","shallow2","Zebrasoma velifer","5_9","Zebrasoma velifer_5_9",5,"sunset_point_shallow2"
"sunset_point","shallow2","Zebrasoma velifer","_5","Zebrasoma velifer__5",3,"sunset_point_shallow2"
