"site_ID","cam","Taxon","Size_class","shapeT","scaleT","lambdaY","Lvalue","estPar","shape_se","lambda_se","D","detects","AICc","pred","lwr","upr"
"hale_kaku",3,"Lutjanus fulvus","20_30",2.93277281563185,1,3.66666627339142,14.1749211296649,2,0.410943659270948,1.22222177757855,0.0829745306373187,11,0.197051428892934,0.0661418053078343,0,0.2721102038299
"hale_kaku",3,"Mulloidichthys vanicolensis","10_20",10.6988164973291,1,6.00000014801099,38.9281094224502,2,0.680464439944173,5.9999999511997,0.495315590798743,6,0.676566806139185,0.453334504331272,0.112172630563945,1.11600877126695
"hale_kaku",3,"Thalassoma duperrey","10_20",4.04981712733318,1,33.3333333346052,235.132319087329,2,0.0410669587619302,11.1111110689869,1.04161963155548,100,-6.79658549105675,0.926272564489376,0.254551673581509,2.32871008441026
"hale_kaku",3,"Thalassoma duperrey","20_30",8.49480076253651,1,4.00000008143232,11.2951684920375,2,2.66839372476795,1.99999983096656,0.26218521405785,8,1.55124986558179,0.232515863822614,0.0403421973473193,0.668797573931281
"hale_kaku",3,"Zanclus cornutus","10_20",6.96579885627192,1,26.3333333171973,322.423870988364,2,0.127031499419936,8.77777928295652,1.41537579554599,79,-7.39383936199533,1.31334603719111,0.49080681352563,2.93506068253239
"hale_kaku",3,"Zebrasoma flavescens","10_20",2.6089620111962,3.96969978072192,34.0003610810773,310.17985707704,3,0.144095903982719,11.3335721598666,2.7170895142807,102,-5.22940666753021,2.30028445923375,0.447479940084282,7.00259660903613
"hale_kaku",3,"Zebrasoma flavescens","5_10",3.24168109657824,2.74548805734192,8.33333300612024,191.170520319578,3,0.318150480978289,2.77777749311761,0.572273430227826,25,-3.36347446974482,0.483653087170957,0.0993343669354967,1.56846190585976
"hale_kaku",3,"Zebrasoma velifer","10_20",1.6087391691144,8.25039289146217,8.33333161097566,128.414522289075,3,0.131340741292593,2.77777650625326,0.853441837823532,25,-2.56766983074317,0.627017003724949,0.0521476811132525,3.0849971996022
"hale_kinalea",4,"Abudefduf abdominalis","10_20",9.76794717246606,1,17.2500060076605,117.143586045222,2,0.46384555075258,4.31250302722732,0.975099232682582,69,-5.34498264522359,0.909990543879955,0.373490644200777,1.89131585001171
"hale_kinalea",4,"Abudefduf abdominalis","5_10",12.1621036975665,1,170.999999929661,623.168393777847,2,0.208379201841308,42.7500128657321,12.0354151124329,684,-8.85201240913127,11.7755781238042,6.25304804265114,19.7583474509935
"hale_kinalea",4,"Abudefduf sordidus","20_30",1.54935324877486,5.33944679568302,11.0002050481892,136.843243377249,3,0.0908642422585579,11.0004085055395,0.526627765827667,11,-0.409100695020845,0.403128502268492,0.0395780022259021,1.78215551965023
"hale_kinalea",4,"Acanthurus nigroris","10_20",1.87458173565212,9,11.5000006114527,232.804657027774,3,0.0846025355965867,2.87500028559162,1.12279641178216,46,-4.3289708687155,0.876825761567359,0.0983222386200948,3.56597829843641
"hale_kinalea",4,"Acanthurus nigroris","20_30",11.1929693908549,1,2.49999402003867,116.433344744437,2,0.891728723204876,1.24999362384697,0.161934933701465,5,0.48536207769971,0.140853271628328,0,0.441053918184314
"hale_kinalea",4,"Acanthurus triostegus","10_20",1.50270948842107,7.00488705055695,16.3333725209696,267.408199207636,3,0.0492623557739545,5.44447072120478,0.994966124762642,49,-4.64421932047455,0.76268657566247,0.0638491660991437,3.3350374817525
"hale_kinalea",4,"Calotomus carolinus","10_20",9.2237516119414,1,6.00001159456509,45.0560506383997,2,0.727772571032454,6.00002278102429,0.320269772089334,6,0.384185431131828,0.291247101001544,0.0721356679186685,0.740632687482239
"hale_kinalea",4,"Chaetodon auriga","10_20",5.49170262327675,1,10.9999984028475,38.2786563811011,2,1.25205598067038,2.74999916672655,0.349587500491652,44,-2.99710200558372,0.312104542090995,0.0902726377540147,0.808198467727587
"hale_kinalea",4,"Chaetodon ephippium","10_20",1.64852108545623,5.45942807881706,9.50000361534012,103.477954632404,3,0.190299628555468,2.37500177685886,0.49479088201032,38,-2.5728348296533,0.370514440918922,0.0345485968329904,1.66851714060209
"hale_kinalea",4,"Chaetodon lunulatus","10_20",6.02536722414193,1,9.00000000861725,332.748356594236,2,0.11542334989029,2.99999987967658,0.313821209891201,27,-7.11477303680545,0.282159729882762,0.0803336096268398,0.744672271468025
"hale_kinalea",4,"Chlorurus spilurus","10_20",10.1559680953321,1,49.2499999003138,239.092416791989,2,0.185857191384906,12.3124998998577,2.89456844723781,197,-6.89184464655222,2.7461601861392,1.26789043474776,5.20021157438451
"hale_kinalea",4,"Chlorurus spilurus","20_30",12.4965304863674,1,3.25000010846355,16.577297865691,2,3.00086600496404,0.812499900479849,0.235033133310834,13,-0.416068321787783,0.210524226961744,0,0.593241291049921
"hale_kinalea",4,"Ctenochaetus strigosus","10_20",1.21499164485467,7.489779082033,3.99999933666721,138.351086400501,3,0.0591681290992208,1.33333273037015,0.210648553180373,12,-0.859589117507214,0.131799866460328,0.00193374526659636,0.868184586730406
"hale_kinalea",4,"Gomphosus varius","10_20",1.46163193559126,1,6.33333345108179,13.4708169253277,2,0.258351750503171,2.11111108539877,0.0535706159192684,19,-0.451051272686618,0.0367602968221398,0.00271748591479075,0.194682560520634
"hale_kinalea",4,"Gomphosus varius","20_30",2.29487047593795,1,7.99999965278439,29.1013281635258,2,0.153180786123003,2.66666633865482,0.106243998904449,24,-2.1701390575598,0.0845188927236205,0.0112325068085259,0.326111993625171
"hale_kinalea",4,"Scarus psittacus","10_20",14.7785661819436,1,51.3333360337252,178.978811826895,2,0.892774676526135,17.1111093440954,4.39023786987477,154,-6.29506465962922,4.21733748625206,2.25284437592425,7.26193235083165
"hale_kinalea",4,"Stethojulis balteata","10_20",9.43736565783806,1,2.99999777264173,38.5035099569091,2,0.745554915896124,0.999998291896039,0.16384303213611,9,-1.30149880970028,0.142875858989734,0,0.444065542817922
"hale_kinalea",4,"Thalassoma duperrey","10_20",2.49649612360586,1.6764283901681,35.0000836703714,268.310417550046,3,0.102172339076672,8.75004046548311,0.847698173561903,140,-5.00781858110274,0.72595456772722,0.12968085297238,2.29405113119103
"hale_kinalea",4,"Zanclus cornutus","10_20",6.55838195160377,1,4.66671006821464,209.24800802222,2,0.30360195995697,1.55558433190824,0.177118443777468,14,-5.59613128852531,0.153602195783316,0.0299938257197443,0.455275946798635
"hale_kinalea",4,"Zebrasoma flavescens","10_20",5.51225552485328,9,10.0000185646291,117.884395790598,3,0.713506773863782,3.33334561049898,2.87097174903707,30,-2.61633197204176,2.55469203349186,0.74932907466463,6.73819299254586
"hale_kinalea",4,"Zebrasoma velifer","10_20",3.89775122871311,6.13174032593779,6.3333342693525,162.496906402833,3,0.700471963105819,2.11111165145366,0.875964576609704,19,-2.58131792813509,0.731214309822154,0.146496381928865,2.35579784904544
