"site_ID","cam","Taxon","Size_class","shapeT","scaleT","lambdaY","Lvalue","estPar","shape_se","lambda_se","D","pred","lwr","upr","detects","AICc"
"hale_kaku",3,"Abudefduf abdominalis","10_19",21.4734615510579,0.357026190505477,7.99997301500963,28.2814456389196,3,100.637901316727,2.66664859731459,0.473244587295618,0.44617243969402,0.15346177880958,0.925313401347015,24,0.515588083008942
"hale_kaku",3,"Abudefduf abdominalis","5_9",7.53373448691118,1,225.0000171426,5559.68392434592,2,0.00597584331121916,75.0007931634379,13.0794011473982,12.4117216406268,5.35672465599624,23.9216035526014,675,-13.2287359321218
"hale_kaku",3,"Abudefduf sordidus","10_19",3.07092872727819,2.47480158505233,3.3333355170145,47.4528268625879,3,1.13638821269481,1.11111236570113,0.195471817402368,0.149894485320243,0,0.63074759784546,10,2.28052780222173
"hale_kaku",3,"Abudefduf sordidus","20_29",7.01762872962295,1.35373448382854,2.66666760020471,21.5147725890605,3,15.6738232220771,0.88888926026461,0.195473443039667,0.163293095126569,0,0.5618364036401,8,5.86252040728793
"hale_kaku",3,"Abudefduf vaigiensis","10_19",21.389139012652,0.353986624814941,6.99999194656975,41.7198519883428,3,42.8451713839245,6.99998362904339,0.408952337277818,0.390272689601486,0.116187230578687,0.857707227498358,7,6.53804583522478
"hale_kaku",3,"Abudefduf vaigiensis","5_9",3.17592905017341,2.0896785470439,6.50057807618795,93.3307670457304,3,0.554508533385369,3.25057800138495,0.332887320381051,0.277116676848106,0.0485651757516855,0.938783001988451,13,-0.405632969702367
"hale_kaku",3,"Acanthurus blochii","10_19",8.31725757067539,1,31.6666584996489,1044.63507330106,2,0.0383719203774059,10.5555501820837,2.03225119710029,1.94666926349107,0.840780955233307,3.93463884527821,95,-9.77241099990742
"hale_kaku",3,"Acanthurus nigroris","10_19",1.36544293065595,8.41125449364718,100.330866294149,1754.20935564353,3,0.00608002566574691,33.4428681716609,8.89127181427361,6.88671394344968,0.495353720944661,28.4347228463594,301,-8.85873896876232
"hale_kaku",3,"Acanthurus nigroris","5_9",10.3880702818194,1,2.99999957168918,49.4885972158585,2,0.824706275655204,0.999999490934247,0.240464555525735,0.211681244129605,0,0.648184509864293,9,-1.80348456752457
"hale_kaku",3,"Acanthurus triostegus","10_19",3.52302581033151,1,24.499999211415,48.8257961013088,2,0.338872413068168,12.2499989973107,0.666004086226211,0.600750548650806,0.15103225048216,1.64493947014257,49,-3.51564799843891
"hale_kaku",3,"Acanthurus xanthopterus","10_19",8.13407347722792,1,21.0000000599705,116.992271541229,2,0.212359446589355,7.00000016688728,1.31802116905548,1.23353992541582,0.495525564500808,2.62853641273941,63,-5.32421575482569
